"codigo";"instituicao";"municipio";"uf"
"001606";"FACULDADES INTEGRADAS DE CASSILÂNDIA (FIC)";"Cassilândia";"MS"
"003955";"FACULDADES INTEGRADAS DE CATAGUASES (FIC)";"Cataguases";"MG"
"003432";"FACULDADES INTEGRADAS DE CIÊNCIAS HUMANAS, SAÚDE E EDUCAÇÃO DE GUARULHOS (FG)";"Guarulhos";"SP"
"000509";"FACULDADES INTEGRADAS DE CRUZEIRO (FIC)";"Cruzeiro";"SP"
"000795";"FACULDADES INTEGRADAS DE DIAMANTINO (FID)";"Diamantino";"MT"
"001299";"FACULDADES INTEGRADAS DE FERNANDÓPOLIS (FIFE)";"Fernandópolis";"SP"
"000533";"FACULDADES INTEGRADAS DE ITAPETININGA (FII)";"Itapetininga";"SP"
"004793";"FACULDADES INTEGRADAS DE ITARARÉ (FAFIT-FACIC)";"Itararé";"SP"
"000667";"FACULDADES INTEGRADAS DE JACAREPAGUÁ (FIJ)";"Rio de Janeiro";"RJ"
"001355";"FACULDADES INTEGRADAS DE JAHU (FIJ)";"Jaú";"SP"
"022116";"Faculdades Integradas de Miguel Pereira (FIMP)";"Miguel Pereira";"RJ"
"000769";"FACULDADES INTEGRADAS DE NAVIRAÍ (FINAV)";"Naviraí";"MS"
"000265";"FACULDADES INTEGRADAS DE OURINHOS (FIO)";"Ourinhos";"SP"
"000913";"FACULDADES INTEGRADAS DE PARANAÍBA - FIPAR (FIPAR)";"Paranaíba";"MS"
"003304";"FACULDADES INTEGRADAS DE PATOS (FIP)";"Patos";"PB"
"000976";"FACULDADES INTEGRADAS DE PONTA PORÃ (FIP)";"Ponta Porã";"MS"
"000899";"FACULDADES INTEGRADAS DE RIO VERDE (FIRVE)";"Rio Verde de Mato Grosso";"MS"
"001312";"FACULDADES INTEGRADAS DE RONDONÓPOLIS (FAIR)";"Rondonópolis";"MT"
"001356";"FACULDADES INTEGRADAS DE SANTA FÉ DO SUL (FUNEC)";"Santa Fé do Sul";"SP"
"001097";"FACULDADES INTEGRADAS DE SÃO PAULO (FISP)";"São Paulo";"SP"
"002775";"Faculdades Integradas Desembargador Sávio Brandão (FAUSB)";"Várzea Grande";"MT"
"014622";"FACULDADES INTEGRADAS DE SERGIPE (FISE)";"Tobias Barreto";"SE"
"001587";"FACULDADES INTEGRADAS DE TANGARÁ DA SERRA (FITS)";"Tangará da Serra";"MT"
"005285";"FACULDADES INTEGRADAS DE TAQUARA (FACCAT)";"Taquara";"RS"
"001038";"FACULDADES INTEGRADAS DE TRÊS LAGOAS (AEMS)";"Três Lagoas";"MS"
"001839";"FACULDADES INTEGRADAS DE VÁRZEA GRANDE (FIAVEC)";"Várzea Grande";"MT"
"019173";"FACULDADES INTEGRADAS DO CEARÁ (FIC)";"Iguatu";"CE"
"002632";"FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA (UNESULBAHIA)";"Eunápolis";"BA"
"003753";"FACULDADES INTEGRADAS DOM PEDRO II (DOMPEDRO)";"São José do Rio Preto";"SP"
"005592";"FACULDADES INTEGRADAS DO NORTE DE MINAS - FUNORTE (FUNORTE)";"Montes Claros";"MG"
"003643";"Faculdades Integradas do Rio Grande do Norte - FANORTES";"Natal";"RN"
"003193";"FACULDADES INTEGRADAS DOS CAMPOS GERAIS (CESCAGE)";"Ponta Grossa";"PR"
"001927";"FACULDADES INTEGRADAS DO VALE DO IGUAÇU";"União da Vitória";"PR"
"003688";"FACULDADES INTEGRADAS DO VALE DO IVAÍ";"Ivaiporã";"PR"
"001554";"FACULDADES INTEGRADAS DO VALE DO RIBEIRA (FIVR)";"Registro";"SP"
"001444";"FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA (FIEL)";"Limeira";"SP"
"001125";"FACULDADES INTEGRADAS ESPÍRITA (FIES)";"Curitiba";"PR"
"000279";"FACULDADES INTEGRADAS HÉLIO ALONSO (FACHA)";"Rio de Janeiro";"RJ"
"003613";"FACULDADES INTEGRADAS IESGO (IESGO)";"Formosa";"GO"
"001385";"FACULDADES INTEGRADAS IPEP (FIPEP)";"São Paulo";"SP"
"002451";"FACULDADES INTEGRADAS IPIRANGA (FAINTIPI)";"Belém";"PA"
"003609";"FACULDADES INTEGRADAS IPITANGA (FACIIP)";"Lauro de Freitas";"BA"
"001842";"FACULDADES INTEGRADAS MACHADO DE ASSIS (FEMA)";"Santa Rosa";"RS"
"000734";"FACULDADES INTEGRADAS MARIA IMACULADA (FIMI)";"Mogi Guaçu";"SP"
"000640";"FACULDADES INTEGRADAS MARIA THEREZA (FAMATH)";"Niterói";"RJ"
"005217";"FACULDADES INTEGRADAS PAULISTA (FIP)";"São Paulo";"SP"
"004256";"FACULDADES INTEGRADAS PITÁGORAS (FIP-MOC)";"Montes Claros";"MG"
"021502";"FACULDADES INTEGRADAS POTENCIAL (FIP)";"Cotia";"SP"
"018958";"FACULDADES INTEGRADAS QUALIS (FIQ)";"Guarabira";"PB"
"001870";"FACULDADES INTEGRADAS REGIONAIS DE AVARÉ (FIRA)";"Avaré";"SP"
"001838";"FACULDADES INTEGRADAS RIO BRANCO (FRB)";"São Paulo";"SP"
"013481";"FACULDADES INTEGRADAS RIO BRANCO GRANJA VIANNA (FRB-GV)";"Cotia";"SP"
"000109";"FACULDADES INTEGRADAS RUI BARBOSA (FIRB)";"Andradina";"SP"
"001872";"FACULDADES INTEGRADAS SANTA CRUZ DE CURITIBA (FARESC)";"Curitiba";"PR"
"005600";"FACULDADES INTEGRADAS SÃO JUDAS TADEU (SJT)";"Porto Alegre";"RS"
"001379";"FACULDADES INTEGRADAS SÃO PEDRO (FAESA)";"Vitória";"ES"
"000622";"FACULDADES INTEGRADAS SILVA E SOUZA (FAU)";"Rio de Janeiro";"RJ"
"000278";"FACULDADES INTEGRADAS SIMONSEN (FIS)";"Rio de Janeiro";"RJ"
"002575";"FACULDADES INTEGRADAS SOARES DE OLIVEIRA (FISO)";"Barretos";"SP"
"001844";"FACULDADES INTEGRADAS STELLA MARIS DE ANDRADINA (FISMA)";"Andradina";"SP"
"018160";"FACULDADES INTEGRADAS TOLEDO DE TRÊS LAGOAS (TOLEDO)";"Três Lagoas";"MS"
"001266";"FACULDADES INTEGRADAS URUBUPUNGÁ (FIU)";"Pereira Barreto";"SP"
"004722";"FACULDADES INTEGRADAS VIANNA JÚNIOR (FIVJ)";"Juiz de Fora";"MG"
"013865";"FACULDADE SISTEMA DE ENSINO GAÚCHO (FASEG)";"Porto Alegre";"RS"
"002808";"FACULDADES ITECNE DE CASCAVEL (ITECNE)";"Cascavel";"PR"
"012869";"FACULDADES JOÃO PAULO II (FJP)";"Passo Fundo";"RS"
"019542";"FACULDADES JOÃO PAULO II - Campus Porto Alegre (FJP)";"Porto Alegre";"RS"
"019587";"FACULDADES JOÃO PAULO II - PELOTAS (FJP -PELOTAS)";"Pelotas";"RS"
"001797";"FACULDADES LONDRINA";"Londrina";"PR"
"000940";"Faculdades Magsul (FAMAG)";"Ponta Porã";"MS"
"011586";"FACULDADES NETWORK - CAMPUS SUMARÉ";"Sumaré";"SP"
"001641";"FACULDADE SOCIAL DA BAHIA (FSBA)";"Salvador";"BA"
"003758";"Faculdade SOCIESC";"Florianópolis";"SC"
"003437";"Faculdade SOCIESC de Balneário Camboriú";"Balneário Camboriú";"SC"
"001618";"Faculdade SOCIESC de Blumenau";"Blumenau";"SC"
"005107";"FACULDADE SOGIPA DE EDUCAÇÃO FÍSICA";"Porto Alegre";"RS"
"018372";"FACULDADE SOLIDARIA DO OESTE PAULISTA (FASOL)";"Presidente Prudente";"SP"
"000234";"FACULDADES OSWALDO CRUZ (FOC)";"São Paulo";"SP"
"002787";"FACULDADES PEQUENO PRÍNCIPE (FPP)";"Curitiba";"PR"
"002576";"FACULDADES PITÁGORAS UNIDADE GUARAPARI (FIPAG)";"Guarapari";"ES"
"019910";"Faculdades Planalto Central (FPC)";"Brasília";"DF"
"018684";"Faculdades Santa Tereza (FST)";"Manaus";"AM"
"000761";"FACULDADES SPEI (FACSPEI)";"Curitiba";"PR"
"020605";"Faculdades Sulamérica Bahia";"Luís Eduardo Magalhães";"BA"
"020106";"FACULDADE STBNB";"Recife";"PE"
"002256";"Faculdade Stella Maris - FSM (FSM)";"Fortaleza";"CE"
"002041";"FACULDADE SUDAMÉRICA (SUDAMÉRICA)";"Cataguases";"MG"
"015777";"FACULDADE SUDOESTE PAULISTA-ITAPETININGA (FSP)";"Itapetininga";"SP"
"001013";"FACULDADE SUDOESTE PAULISTANO (FASUP)";"São Paulo";"SP"
"011752";"FACULDADE SUDOESTE PAULISTA - TATUÍ - FSP (TATUÍ - FSP)";"Tatuí";"SP"
"001822";"FACULDADE SUL-AMERICANA (FASAM)";"Goiânia";"GO"
"002836";"FACULDADE SUL DA AMÉRICA (SULDAMÉRICA)";"Aparecida de Goiânia";"GO"
"001564";"FACULDADE SUL FLUMINENSE (FASF)";"Volta Redonda";"RJ"
"019883";"Faculdade Sul Paulista de Itanhaém (FASUPI)";"Itanhaém";"SP"
"001388";"FACULDADE SUMARÉ (ISES)";"São Paulo";"SP"
"012749";"FACULDADES UNIDAS DE PESQUISA, CIÊNCIAS E SAÚDE LTDA (FAPEC)";"Jequié";"BA"
"005670";"FACULDADES UNIDAS DO VALE DO ARAGUAIA (UNIVAR)";"Barra do Garças";"MT"
"005313";"Faculdades Unificadas de Cataguases (FUC)";"Cataguases";"MG"
"000873";"FACULDADES UNIFICADAS DE FOZ DO IGUAÇU (UNIFOZ)";"Foz do Iguaçu";"PR"
"005315";"Faculdades Unificadas de Iúna (FUI)";"Iúna";"ES"
"005316";"Faculdades Unificadas de Leopoldina (FUL)";"Leopoldina";"MG"
"005370";"Faculdades Unificadas de Teófilo Otoni (FUTO)";"Teófilo Otoni";"MG"
"002832";"Faculdade Superior de Ensino Programus (ISEPRO)";"Água Branca";"PI"
"002280";"FACULDADE SUPERIOR DE RIBAS DO RIO PARDO (FASURP)";"Ribas do Rio Pardo";"MS"
"021631";"FACULDADE SUPREMO REDENTOR (FACSUR)";"Pinheiro";"MA"
"018408";"FACULDADE TABOÃO (FECAF)";"Taboão da Serra";"SP"
"002651";"FACULDADE TAMANDARÉ (FAT)";"Goiânia";"GO"
"004043";"FACULDADE TECNOLOGIA EDUVALE - AVARÉ (FATEC EDUVALE)";"Avaré";"SP"
"014860";"FACULDADE TECNOLÓGICA DENTAL CEEO (ESD-CEEO)";"Igrejinha";"RS"
"019565";"Faculdade Tecnológica de Pernambuco (FATEPE)";"Olinda";"PE"
"004079";"FACULDADE TECNOLÓGICA INAP (FAT- INAP)";"Belo Horizonte";"MG"
"015611";"Faculdade Tecnológica Latino Americana (FATLA)";"Porto Alegre";"RS"
"017850";"FACULDADE TECNOLÓGICA SANTANNA (FACSANTANNA)";"Vinhedo";"SP"
"001319";"FACULDADE TECSOMA (FATEC)";"Paracatu";"MG"
"002594";"FACULDADE TEOLÓGICA BATISTA ANA WOLLERMAN (FTBAW)";"Dourados";"MS"
"003573";"FACULDADE TEOLÓGICA BATISTA DE BRASÍLIA (FTBB)";"Brasília";"DF"
"003770";"FACULDADE TEOLÓGICA BATISTA DE SÃO PAULO (FTBSP)";"São Paulo";"SP"
"002237";"FACULDADE TEOLÓGICA BATISTA EQUATORIAL (FATEBE)";"Belém";"PA"
"017288";"Faculdade Teológica Betânia (FATEBE)";"Curitiba";"PR"
"003051";"FACULDADE TEOLÓGICA DE CIÊNCIAS HUMANAS E SOCIAIS LOGOS (FAETEL)";"São Paulo";"SP"
"014914";"FACULDADE TEOLÓGICA EVANGÉLICA DO RIO DE JANEIRO (FATERJ)";"Rio de Janeiro";"RJ"
"002573";"FACULDADE TEOLÓGICA SUL AMERICANA (FTSA)";"Londrina";"PR"
"004367";"FACULDADE TERRA NORDESTE (FATENE)";"Caucaia";"CE"
"019358";"Faculdade Thiago Ferreira (FAT)";"Guarujá";"SP"
"020219";"FACULDADE TIRADENTES DE FEIRA DE SANTANA (FITS)";"Feira de Santana";"BA"
"022514";"FACULDADE TIRADENTES DE JABOATÃO DOS GUARARAPES";"Jaboatão dos Guararapes";"PE"
"000294";"FACULDADE TRÊS DE MAIO (SETREM)";"Três de Maio";"RS"
"017115";"FACULDADE TRÊS MARIAS (FTM)";"João Pessoa";"PB"
"014165";"FACULDADE TRÊS PONTAS (FATEP)";"Três Pontas";"MG"
"000507";"FACULDADE TRIÂNGULO MINEIRO (FTM)";"Ituiutaba";"MG"
"020636";"Faculdade Trilógica Keppe & Pacheco (Keppe & Pacheco)";"Cambuquira";"MG"
"001362";"FACULDADE UBAENSE OZANAM COELHO (FAGOC)";"Ubá";"MG"
"003430";"Faculdade Uberlandense de Núcleos Integrados de Ensino, Serviço Social e Aprendizagem (FAESSA)";"Uberlândia";"MG"
"002793";"FACULDADE UBS (FACULDADE UBS)";"São Paulo";"SP"
"014028";"Faculdade UNA de Betim (UNA)";"Betim";"MG"
"018474";"FACULDADE UNA DE CATALÃO (UNA)";"Catalão";"GO"
"004766";"FACULDADE UNA DE CONTAGEM (FUNAC)";"Contagem";"MG"
"019257";"Faculdade Una de Divinópolis (Una Divinopolis)";"Divinópolis";"MG"
"021415";"FACULDADE UNA DE NOVA SERRANA (UNA)";"Nova Serrana";"MG"
"019865";"Faculdade Una de Pouso Alegre (Una PousoAlegre)";"Pouso Alegre";"MG"
"018454";"Faculdade Una de Sete Lagoas (Unaset)";"Sete Lagoas";"MG"
"001598";"FACULDADE UNA DE UBERLÂNDIA (UNA)";"Uberlândia";"MG"
"010836";"FACULDADE UNIÃO ARARUAMA DE ENSINO S/S Ltda. (FAC-UNILAGOS)";"Araruama";"RJ"
"002324";"FACULDADE UNIÃO BANDEIRANTE";"São José";"SC"
"002289";"FACULDADE UNIÃO CULTURAL DO ESTADO DE SÃO PAULO (UCESP)";"Araçatuba";"SP"
"001716";"FACULDADE UNIÃO DAS AMÉRICAS";"Foz do Iguaçu";"PR"
"012766";"FACULDADE UNIÃO DE CAMPO MOURÃO";"Campo Mourão";"PR"
"003987";"FACULDADE UNIÃO DE GOYAZES (FUG)";"Trindade";"GO"
"014161";"Faculdade Única de Contagem (FUNIC)";"Contagem";"MG"
"015450";"Faculdade Única de Ipatinga (FUNIP)";"Ipatinga";"MG"
"014242";"FACULDADE ÚNICA DE TIMÓTEO (FUNIT)";"Timóteo";"MG"
"002770";"FACULDADE UNIDA DE CAMPINAS (FACUNICAMPS)";"Goiânia";"GO"
"018133";"Faculdade Unida de Campinas Goiânia - FACUNICAMPS GOIÂNIA (FACUNICAMPS)";"Goiânia";"GO"
"002652";"FACULDADE UNIDA DE VITÓRIA (FACULDADE UNIDA)";"Vitória";"ES"
"004429";"FACULDADE UNIGRAN CAPITAL (UNIGRAN CAPITAL)";"Campo Grande";"MS"
"017165";"FACULDADE UNILAGOS (UNILAGOS)";"Mangueirinha";"PR"
"020053";"FACULDADE UNIMED";"Belo Horizonte";"MG"
"002037";"FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS (FCT)";"Lauro de Freitas";"BA"
"001565";"FACULDADE UNIME DE CIÊNCIAS JURÍDICAS (FCJ)";"Lauro de Freitas";"BA"
"001571";"FACULDADE UNIME DE CIÊNCIAS SOCIAIS (FCS)";"Lauro de Freitas";"BA"
"001644";"FACULDADE UNIME DE EDUCAÇÃO E COMUNICAÇÃO (FEC)";"Lauro de Freitas";"BA"
"017622";"FACULDADE UNINABUCO FORTALEZA";"Fortaleza";"CE"
"019329";"FACULDADE UNINABUCO JOÃO PESSOA";"João Pessoa";"PB"
"019331";"FACULDADE UNINABUCO MACEIÓ";"Maceió";"AL"
"019345";"FACULDADE UNINABUCO NATAL";"Natal";"RN"
"010588";"FACULDADE UNINABUCO SÃO LOURENÇO DA MATA";"São Lourenço da Mata";"PE"
"004197";"FACULDADE UNINASSAU ALIANÇA";"Teresina";"PI"
"004121";"FACULDADE UNINASSAU ARACAJU";"Aracaju";"SE"
"018648";"Faculdade Uninassau Arapiraca";"Arapiraca";"AL"
"013982";"FACULDADE UNINASSAU BELÉM";"Belém";"PA"
"018211";"FACULDADE UNINASSAU CABO";"Cabo de Santo Agostinho";"PE"
"014717";"FACULDADE UNINASSAU CARUARU";"Caruaru";"PE"
"017816";"FACULDADE UNINASSAU FEIRA DE SANTANA";"Feira de Santana";"BA"
"014321";"FACULDADE UNINASSAU FORTALEZA";"Fortaleza";"CE"
"018209";"FACULDADE UNINASSAU JABOATÃO";"Jaboatão dos Guararapes";"PE"
"018075";"FACULDADE UNINASSAU JABOATÃO DOS GUARARAPES";"Jaboatão dos Guararapes";"PE"
"003817";"FACULDADE UNINASSAU JOÃO PESSOA";"João Pessoa";"PB"
"018652";"FACULDADE UNINASSAU JUAZEIRO DO NORTE";"Juazeiro do Norte";"CE"
"001910";"FACULDADE UNINASSAU LAURO DE FREITAS";"Lauro de Freitas";"BA"
"004135";"FACULDADE UNINASSAU MANAUS";"Manaus";"AM"
"018643";"FACULDADE UNINASSAU MARACANAÚ";"Maracanaú";"CE"
"003853";"FACULDADE UNINASSAU NATAL";"Natal";"RN"
"018210";"FACULDADE UNINASSAU OLINDA";"Olinda";"PE"
"001552";"FACULDADE UNINASSAU PARNAÍBA";"Parnaíba";"PI"
"016943";"FACULDADE UNINASSAU PARNAMIRIM";"Parnamirim";"RN"
"018023";"FACULDADE UNINASSAU PETROLINA";"Petrolina";"PE"
"017284";"FACULDADE UNINASSAU SÃO LUÍS";"São Luís";"MA"
"001683";"FACULDADE UNINASSAU TERESINA";"Teresina";"PI"
"001318";"FACULDADE UNINASSAU VITÓRIA DA CONQUISTA";"Vitória da Conquista";"BA"
"005362";"Faculdade UNIRB - ARACAJU";"Aracaju";"SE"
"003182";"Faculdade UNIRB - ARAPIRACA";"Arapiraca";"AL"
"002444";"Faculdade Unirb - Barreiras";"Barreiras";"BA"
"016453";"Faculdade Unirb - Ceará";"Fortaleza";"CE"
"001893";"Faculdade Unirb - Feira de Santana";"Feira de Santana";"BA"
"001680";"Faculdade Unirb - Mossoró";"Mossoró";"RN"
"015428";"Faculdade UNIRB - NATAL";"Natal";"RN"
"014297";"Faculdade Unirb - Parnaíba";"Parnaíba";"PI"
"021240";"FACULDADE UNIRB - PIAUÍ";"Teresina";"PI"
"020643";"FACULDADE UNIRB - TERESINA (FCC)";"Teresina";"PI"
"019586";"FACULDADE UNITÀ (UNITÀ)";"Campinas";"SP"
"021204";"FACULDADE UNITERP (FACTERP)";"São José do Rio Preto";"SP"
"019335";"FACULDADE UNIVERITAS UNIVERSUS VERITAS ANÁPOLIS (VERITAS ANÁPOLIS)";"Anápolis";"GO"
"018675";"Faculdade Univeritas Universus Veritas de Campo Grande";"Campo Grande";"MS"
"002885";"Faculdade Universus Veritas de Belo Horizonte";"Belo Horizonte";"MG"
"003876";"Faculdade Unyleya";"Rio de Janeiro";"RJ"
"017289";"Faculdade Uriel de Almeida Leitão";"Caratinga";"MG"
"018253";"FACULDADE VALE DO AÇO (FAVALE)";"Açailândia";"MA"
"001514";"FACULDADE VALE DO CRICARÉ (F.V.C.)";"São Mateus";"ES"
"002200";"FACULDADE VALE DO GORUTUBA (FAVAG)";"Nova Porteirinha";"MG"
"003394";"FACULDADE VALE DO IPIRANGA (FAVAPI)";"Piranga";"MG"
"002043";"FACULDADE VALE DO SALGADO (FVS)";"Icó";"CE"
"003039";"FACULDADE VASCONCELLOS & SOUZA";"Anchieta";"ES"
"002538";"FACULDADE VENDA NOVA DO IMIGRANTE (FAVENI)";"Venda Nova do Imigrante";"ES"
"018681";"FACULDADE VERBO EDUCACIONAL (VERBOEDU)";"Porto Alegre";"RS"
"002910";"FACULDADE VERDE NORTE (FAVENORTE)";"Mato Verde";"MG"
"004846";"FACULDADE VÉRTICE (VÉRTICE)";"Matipó";"MG"
"018048";"Faculdade Vértix Trirriense (FVT)";"Três Rios";"RJ"
"003509";"FACULDADE VICENTINA - FAVI (FAVI)";"Curitiba";"PR"
"002229";"FACULDADE VICTOR HUGO (FVH)";"São Lourenço";"MG"
"017499";"Faculdade Vidal de Limoeiro (FAVILI)";"Limoeiro do Norte";"CE"
"011376";"FACULDADE VILLA-LOBOS DO CONE-LESTE PAULISTA (FAV-COLESP)";"São José dos Campos";"SP"
"002197";"Faculdade Villas Boas (FVB)";"São Paulo";"SP"
"001363";"FACULDADE VISCONDE DE CAIRÚ (FAVIC)";"Salvador";"BA"
"000839";"FACULDADE VITORIANA DE CIÊNCIAS CONTÁBEIS (FAVI)";"Vitória";"ES"
"000840";"FACULDADE VITORIANA DE TECNOLOGIA (FAVI)";"Vitória";"ES"
"001567";"FACULDADE VIZINHANÇA VALE DO IGUAÇU (VIZIVALI)";"Dois Vizinhos";"PR"
"017553";"Faculdade Waldir Filho";"Lago da Pedra";"MA"
"000510";"FACULDADE WENCESLAU BRAZ";"Itajubá";"MG"
"001725";"FACULDADE XV DE AGOSTO (FAQ)";"Socorro";"SP"
"002568";"FACULDADE ZACARIAS DE GÓES (FAZAG)";"Valença";"BA"
"002886";"FACULDADE ZUMBI DOS PALMARES (FAZP)";"São Paulo";"SP"
"000715";"FAE CENTRO UNIVERSITÁRIO (FAE)";"Curitiba";"PR"
"000166";"FAI - CENTRO DE ENSINO SUPERIOR EM GESTÃO, TECNOLOGIA E EDUCAÇÃO";"Santa Rita do Sapucaí";"MG"
"018319";"FAINIC - Faculdades Integradas NIC";"Rio de Janeiro";"RJ"
"003012";"FAJOPA - FACULDADE JOÃO PAULO II (FAJOPA)";"Marília";"SP"
"001208";"FAL ESTÁCIO - FACULDADE ESTÁCIO DE NATAL";"Natal";"RN"
"010009";"FAMAC - FACULDADE DE MACHADINHO DO OESTE (FAMAC)";"Machadinho D´Oeste";"RO"
"002799";"FANEESP - FACULDADE NACIONAL DE EDUCAÇÃO E ENSINO SUPERIOR DO PARANÁ (FANEESP)";"Araucária";"PR"
"017701";"FAP-FACULDADE DE PINHEIROS (FAP)";"Pinheiros";"ES"
"002499";"FASS - FACULDADE SOCIAL SUL AMERICANA";"Lauro de Freitas";"BA"
"015714";"Fatec Arthur Azevedo - Mogi Mirim (FATECMM)";"Moji Mirim";"SP"
"004007";"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO (FATECE)";"Pirassununga";"SP"
"013878";"FATEC- FACULDADE SENAI DE TECNOLOGIA (FATEC)";"Vitória";"ES"
"019555";"Favenorte de Porteirinha (FAVEPORT)";"Porteirinha";"MG"
"001845";"FEFISA - FACULDADES INTEGRADAS DE SANTO ANDRÉ (FEFISA)";"Santo André";"SP"
"012748";"FETAC - FACULDADE DE EDUCAÇÃO, TECNOLOGIA E ADMINISTRAÇÃO DE CAARAPÓ (FETAC)";"Caarapó";"MS"
"015980";"FG FACULDADES (FG)";"Porto Alegre";"RS"
"002556";"FIAM-FAAM - CENTRO UNIVERSITÁRIO (UNIFIAM-FAAM)";"São Paulo";"SP"
"003232";"FI - FACULDADE IGUAÇU (FI)";"Capanema";"PR"
"019189";"FIP - FACULDADE DE IPORÃ PARANÁ (FIP)";"Iporã";"PR"
"000405";"FOCCA - FACULDADE DE OLINDA (FOCCA)";"Olinda";"PE"
"021201";"FTRB - Faculdade Teológica Reformada de Brasília";"Brasília";"DF"
"003684";"FUNDAÇÃO DE ENSINO SUPERIOR DE CLEVELÂNDIA (FESC)";"Clevelândia";"PR"
"000043";"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA (UDESC)";"Florianópolis";"SC"
"004504";"FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS (UFGD)";"Dourados";"MS"
"000717";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE (UFCSPA)";"Porto Alegre";"RS"
"000699";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA (UNIR)";"Porto Velho";"RO"
"004925";"FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC (UFABC)";"Santo André";"SP"
"005322";"FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA (UNIPAMPA)";"Bagé";"RS"
"003849";"FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS (UFT)";"Palmas";"TO"
"003984";"FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO (UNIVASF)";"Petrolina";"PE"
"018165";"Fundação Universidade Virtual do Estado de São Paulo (UNIVESP)";"São Paulo";"SP"
"002494";"FUNVIC - FACULDADE DE PINDAMONHANGABA";"Pindamonhangaba";"SP"
"001360";"iCEV - Instituto de Ensino Superior";"Teresina";"PI"
"001161";"INSPER INSTITUTO DE ENSINO E PESQUISA (INSPER)";"São Paulo";"SP"
"022089";"INSTED - INSTITUTO AVANÇADO DE ENSINO SUPERIOR E DESENVOLVIMENTO HUMANO";"Campo Grande";"MS"
"002348";"INSTITUIÇÃO DE ENSINO SÃO FRANCISCO (IESF)";"Mogi Guaçu";"SP"
"013792";"INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL (FANORTE CACOAL)";"Cacoal";"RO"
"001440";"INSTITUTO APHONSIANO DE ENSINO SUPERIOR (IAESUP)";"Trindade";"GO"
"005186";"INSTITUTO ASSIS GURGACZ";"Cascavel";"PR"
"002171";"INSTITUTO BELO HORIZONTE DE ENSINO SUPERIOR (IBHES)";"Belo Horizonte";"MG"
"013238";"INSTITUTO BRASILEIRO DE EDUCACAO SUPERIOR CONTINUADA (IBEC)";"São João de Meriti";"RJ"
"004108";"INSTITUTO CATÓLICO DE ESTUDOS SUPERIORES DO PIAUÍ (ICESPI)";"Teresina";"PI"
"001996";"INSTITUTO CUIABÁ DE ENSINO E CULTURA (ICEC)";"Cuiabá";"MT"
"001600";"INSTITUTO DE CIÊNCIAS DA SAÚDE (ICS)";"Montes Claros";"MG"
"000709";"INSTITUTO DE CIÊNCIAS EXATAS (UNEB)";"Brasília";"DF"
"001513";"INSTITUTO DE CIÊNCIAS JURÍDICAS E SOCIAIS PROFESSOR CAMILLO FILHO (ICF)";"Teresina";"PI"
"000708";"INSTITUTO DE CIÊNCIAS SOCIAIS APLICADAS (UNEB)";"Brasília";"DF"
"001402";"INSTITUTO DE CIÊNCIAS SOCIAIS E HUMANAS (ICSH)";"Valparaíso de Goiás";"GO"
"000945";"INSTITUTO DE CIÊNCIAS SOCIAIS E HUMANAS (INCISOH)";"Januária";"MG"
"017672";"INSTITUTO DE DIREITO PÚBLICO DE SÃO PAULO";"São Paulo";"SP"
"003323";"INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE CAMPINAS (IESCAMP)";"Campinas";"SP"
"001951";"INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE SAMAMBAIA (IESA)";"Brasília";"DF"
"002633";"INSTITUTO DE EDUCAÇÃO E TECNOLOGIAS (INET)";"Salvador";"BA"
"001075";"INSTITUTO DE EDUCAÇÃO SUPERIOR DA PARAÍBA (IESP)";"Cabedelo";"PB"
"003823";"INSTITUTO DE EDUCAÇÃO SUPERIOR DE POUSO ALEGRE";"Pouso Alegre";"MG"
"003360";"INSTITUTO DE EDUCAÇÃO SUPERIOR PRESIDENTE KENNEDY - CENTRO DE FORMAÇÃO DE PROFISSIONAIS DE EDUCAÇÃO (IFESP)";"Natal";"RN"
"003930";"INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ (IESRSA)";"Picos";"PI"
"001123";"INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE SALVADOR (IESUS)";"Salvador";"BA"
"001066";"INSTITUTO DE ENSINO E PESQUISA OBJETIVO (IEPO)";"Palmas";"TO"
